Subject,Object,Relationship
announced,Sept,nsubj
announced,Sentosa,nsubj
announced,Samsung,nsubj
announced,SPD,nsubj
announced,Wong,nsubj
announced,Woods,nsubj
announced,Zhang,nsubj
announced,arm,nsubj
announced,investment,dobj
announced,investigation,dobj
announced,intention,dobj
announced,government,nsubj
announced,fine,dobj
announced,end,dobj
announced,diagnosis,dobj
announced,decision,dobj
announced,competitor,nsubj
announced,company,nsubj
announced,center,dobj
announced,captain,nsubj
announced,cancellation,dobj
announced,bid,dobj
announced,ban,dobj
allows,nature,nsubj
allows,imaging,nsubj
anticipates,CAAS,nsubj
agrees,Cabrera,nsubj
aim,projects,nsubj
aim,countries,nsubj
aim,Ventures,nsubj
aim,They,nsubj
aim,Adobe,nsubj
ai,This,nsubj
agrees,Force,nsubj
agreed,troops,nsubj
aim,we,nsubj
agreed,they,nsubj
agreed,states,nsubj
agreed,sides,nsubj
agreed,partners,nsubj
agreed,ministers,nsubj
agreed,leaders,nsubj
agreed,leader,nsubj
aim,that,nsubj
aiming,Bank,nsubj
allows,facility,nsubj
aims,breakthrough,nsubj
aims,which,nsubj
aims,that,nsubj
aims,study,nsubj
aims,pact,nsubj
aims,it,nsubj
aims,company,nsubj
aims,agreement,nsubj
aims,CAAS,nsubj
aims,Tack,nsubj
aims,NTT,nsubj
aims,Memorandum,nsubj
aims,It,nsubj
aims,Greenprint,nsubj
aims,Energy,nsubj
aims,Control,nsubj
agreed,it,nsubj
agreed,infusion,dobj
agreed,incentives,nsubj
agree,analysts,nsubj
agreed,Court,nsubj
agreed,Chavez,nsubj
agreed,Canberra,nsubj
agreed,CITS,nsubj
agreed,Bolivia,nsubj
agreed,Australia,nsubj
agree,faction,nsubj
agree,U.S.,nsubj
agreed,he,nsubj
agree,They,nsubj
agree,Kanye,nsubj
agree,I,nsubj
ages,she,nsubj
aged,hopes,dobj
aged,49,dobj
aged,41,dobj
agreed,Emirates,nsubj
agreed,ExxonMobil,nsubj
agreed,Germany,nsubj
agreed,Google,nsubj
agreed,experts,nsubj
agreed,everything,nsubj
agreed,countries,nsubj
agreed,bank,nsubj
agreed,ambassadors,nsubj
agreed,Wang,nsubj
agreed,Vatican,nsubj
agreed,University,nsubj
agreed,TikTok,nsubj
agreed,Technology,nsubj
agreed,SINGAPORE,nsubj
agreed,Relic,nsubj
agreed,Official,nsubj
agreed,NIIGATA,nsubj
agreed,He,nsubj
airdropped,meals,dobj
airdropped,military,nsubj
airdropped,programme,dobj
allow,issue,nsubj
allow,technology,nsubj
allow,registration,dobj
allow,projects,dobj
allow,partnership,nsubj
allow,management,nsubj
allow,launch,dobj
allow,it,nsubj
allow,framework,nsubj
allocate,commissions,dobj
allow,deferral,dobj
allow,circumstances,nsubj
allow,bloc,dobj
allow,This,nsubj
allow,Hearings,nsubj
allow,Citizenship,nsubj
allocating,capital,dobj
allow,that,nsubj
allow,we,nsubj
allow,which,nsubj
allowed,One,nsubj
allows,approach,nsubj
allows,app,nsubj
allowing,registration,dobj
allowing,member,dobj
allowed,they,nsubj
allowed,that,nsubj
allowed,system,nsubj
allowed,position,nsubj
allowed,it,nsubj
allowed,enterprises,dobj
allowed,enforcement,nsubj
allowed,damage,dobj
allowed,children,dobj
allowed,TikTok,nsubj
allowed,This,nsubj
allocate,managers,nsubj
alleviate,symptoms,dobj
aired,which,nsubj
allay,fears,dobj
alleged,Republicans,nsubj
alleged,Prosecutors,nsubj
alleged,McDonald,nsubj
alleged,Manager,nsubj
alleged,Levy,nsubj
alleged,INTRODUCTION,nsubj
alleged,Department,nsubj
aligned,way,dobj
alleviate,supply,nsubj
aligned,stars,nsubj
alerting,user,dobj
alarmed,that,nsubj
alarmed,Washington,dobj
airs,which,nsubj
airing,opponent,nsubj
airing,ads,dobj
alleged,author,nsubj
alleged,existence,dobj
alleged,general,nsubj
alleged,memorandum,nsubj
alleviate,some,dobj
alleviate,patients,dobj
alleviate,distress,dobj
alleviate,burden,dobj
alleging,violations,dobj
alleges,she,nsubj
alleges,member,nsubj
alleges,family,nsubj
alleges,Treasury,nsubj
alleges,Siddiqui,nsubj
alleges,A,nsubj
alleged,which,nsubj
alleged,that,nsubj
alleged,sum,nsubj
alleged,prosecutors,nsubj
anticipated,that,nsubj
anticipates,Japan,nsubj
called,witnesses,dobj
are,imports,nsubj
are,judges,nsubj
are,items,nsubj
are,it,nsubj
are,issues,nsubj
are,investsors,nsubj
are,investigations,nsubj
are,infections,nsubj
are,iguanas,nsubj
are,lands,nsubj
are,hours,nsubj
are,half,nsubj
are,habitats,nsubj
are,groups,nsubj
are,forces,nsubj
are,fitness,nsubj
are,findings,nsubj
are,killings,nsubj
are,levels,nsubj
are,You,nsubj
are,moves,nsubj
are,offerings,nsubj
are,number,nsubj
are,newspapers,nsubj
are,news,nsubj
are,needs,nsubj
are,nationals,nsubj
are,names,nsubj
are,most,nsubj
are,locations,nsubj
are,models,nsubj
are,ministers,nsubj
are,minerals,nsubj
are,men,nsubj
are,memories,nsubj
are,many,nsubj
are,makers,nsubj
are,films,nsubj
are,fees,nsubj
are,family,nsubj
are,brothers,nsubj
are,charities,nsubj
are,charges,nsubj
are,chances,nsubj
are,cells,nsubj
are,cases,nsubj
are,carpentry,nsubj
are,businesses,nsubj
are,brands,nsubj
are,facts,nsubj
are,borders,nsubj
are,banks,nsubj
are,avocados,nsubj
are,arrangements,nsubj
are,apples,nsubj
are,all,nsubj
are,algorithms,nsubj
are,children,nsubj
are,circumstances,nsubj
are,cities,nsubj
are,citizens,nsubj
are,experiences,nsubj
are,entities,nsubj
are,emissions,nsubj
are,eliminations,nsubj
are,efforts,nsubj
are,effects,nsubj
are,economies,nsubj
are,distances,nsubj
are,discussions,nsubj
are,deliberations,nsubj
are,dates,nsubj
are,conditions,nsubj
are,concerns,nsubj
are,complaints,nsubj
are,clinicians,nsubj
are,officer,nsubj
are,oil,nsubj
are,ones,nsubj
are,voters,nsubj
are,workers,nsubj
are,words,nsubj
are,wife,nsubj
are,who,nsubj
are,which,nsubj
are,whereabouts,nsubj
are,we,nsubj
are,vitamins,nsubj
are,textiles,nsubj
are,visits,nsubj
are,two,nsubj
are,trees,nsubj
are,trackers,nsubj
are,thousand,nsubj
are,thoughts,nsubj
are,they,nsubj
are,works,nsubj
are,you,nsubj
are,youths,nsubj
argue,Chao,dobj
arises,case,nsubj
arises,INTRODUCTION,nsubj
arisen,that,nsubj
argues,lawsuit,nsubj
argues,defence,nsubj
argues,TikTok,nsubj
argues,It,nsubj
argues,Biden,nsubj
argued,who,nsubj
argued,prosecutors,nsubj
argued,he,nsubj
argued,Xijin,nsubj
argued,Gunaselan,nsubj
argue,who,nsubj
argue,proponents,nsubj
are,that,nsubj
are,talks,nsubj
are,opinions,nsubj
are,prices,nsubj
are,qualities,nsubj
are,prospects,nsubj
are,projects,nsubj
are,products,nsubj
are,proceedings,nsubj
are,procedures,nsubj
are,problems,nsubj
are,prayers,nsubj
are,studies,nsubj
are,pound,nsubj
are,police,nsubj
are,plots,nsubj
are,people,nsubj
are,patients,nsubj
are,pair,nsubj
are,orientations,nsubj
are,records,nsubj
are,relations,nsubj
are,request,nsubj
are,restrictions,nsubj
are,students,nsubj
are,steps,nsubj
are,standards,nsubj
are,staff,nsubj
are,spas,nsubj
are,some,nsubj
are,shortcomings,nsubj
are,screening,nsubj
are,scents,nsubj
are,sanctions,nsubj
are,sales,nsubj
are,salaries,nsubj
are,rules,nsubj
are,rivals,nsubj
are,results,nsubj
are,airlines,nsubj
are,We,nsubj
anticipates,harm,dobj
appeared,what,nsubj
appears,leader,nsubj
appears,it,nsubj
appears,incident,nsubj
appears,damage,nsubj
appears,Golding,nsubj
appearing,Biden,nsubj
appeared,women,nsubj
appeared,troops,nsubj
appears,that,nsubj
appeared,that,nsubj
appeared,students,nsubj
appeared,signatures,nsubj
appeared,recipe,nsubj
appeared,rash,nsubj
appeared,poll,nsubj
appeared,it,nsubj
appears,old,nsubj
appears,what,nsubj
are,W.,nsubj
applies,it,nsubj
apply,that,nsubj
apply,sanctions,nsubj
apply,pressure,dobj
apply,others,nsubj
apply,obligations,nsubj
apply,learning,dobj
apply,Regulation,nsubj
appears,withdrawal,nsubj
applies,fine,nsubj
applied,founder,nsubj
applied,Taiwan,nsubj
applauded,leaders,nsubj
applauded,decision,dobj
applauded,announcement,dobj
applauded,Chandran,nsubj
appeared,cash,nsubj
appeared,ally,nsubj
appeared,Wang,nsubj
apologized,Zhao,nsubj
appeal,it,dobj
appeal,decision,dobj
appeal,convictions,dobj
appeal,We,nsubj
appeal,SpaceX,nsubj
apparent,heir,nsubj
apologized,retailer,nsubj
apologized,H&M,nsubj
appeared,Vendor,nsubj
apologised,restaurant,nsubj
apologised,Singapore,nsubj
apologised,Marin,nsubj
apologised,Grab,nsubj
apologise,Pacific,nsubj
anticipates,that,dobj
anticipates,passenger,dobj
appeal,sentence,dobj
appealed,Google,nsubj
appealed,Murdaugh,nsubj
appealed,Trump,nsubj
appeared,Strive,nsubj
appeared,Phoon,nsubj
appeared,Lillegard,nsubj
appeared,He,nsubj
appeared,Hawkins,nsubj
appeared,Hadi,nsubj
appeared,Ang,nsubj
appear,they,nsubj
appear,pixels,nsubj
appear,parts,nsubj
appear,it,nsubj
appear,information,nsubj
appealing,them,nsubj
appealing,Wearables,nsubj
appealed,which,dobj
apply,which,nsubj
applying,flame,dobj
appointed,Astra,nsubj
are,Batek,nsubj
are,Japan,nsubj
are,Eritrea,nsubj
are,DPD,nsubj
are,Customers,nsubj
are,Congratulations,nsubj
are,Chances,nsubj
are,Capital,nsubj
are,Australia,nsubj
approved,proposal,dobj
are,Asia,nsubj
are,Apples,nsubj
are,AI,nsubj
approving,withdrawals,dobj
approved,therapies,dobj
approved,superiors,nsubj
approved,sale,dobj
are,Johnsons,nsubj
are,Loh,nsubj
are,Many,nsubj
are,Negotiations,nsubj
are,Villa,nsubj
are,Vexx,nsubj
are,Upskilling,nsubj
are,They,nsubj
are,These,nsubj
are,Strom,nsubj
are,Some,nsubj
are,Snapchat,nsubj
are,Sharmel,nsubj
are,Sculptures,nsubj
are,Russia,nsubj
are,Riberenos,nsubj
are,Plans,nsubj
are,People,nsubj
are,Padrón,nsubj
approved,rules,dobj
approved,permits,dobj
appointed,EcoNusantara,dobj
appreciate,foods,dobj
approached,Guinea,dobj
approached,China,nsubj
approach,it,dobj
approach,elections,nsubj
approach,Organization,dobj
appreciate,you,nsubj
appreciate,life,dobj
appreciate,I,nsubj
approved,government,nsubj
appointed,co,dobj
appointed,University,nsubj
appointed,Suleyman,dobj
appointed,Steinberg,dobj
appointed,Prakash,dobj
appointed,Microsoft,nsubj
appointed,Etsy,nsubj
appropriate,it,nsubj
approve,Washington,nsubj
approve,agreement,dobj
approve,he,nsubj
approved,change,dobj
approved,bills,dobj
approved,Officials,nsubj
approved,IV,nsubj
approved,FDA,nsubj
approved,Dorsey,nsubj
approved,Department,nsubj
approved,Delaware,nsubj
approved,Cabinet,nsubj
approve,which,nsubj
approve,she,nsubj
approve,set,dobj
approve,legislation,dobj
approve,laws,dobj
approve,it,dobj
age,cells,nsubj
agave,syrup,dobj
agave,honey,nsubj
abused,he,nsubj
accelerate,group,nsubj
accelerate,development,dobj
accelerate,delivery,dobj
accelerate,collaboration,dobj
abusing,girls,dobj
abusing,boy,dobj
abused,position,dobj
abused,authority,dobj
accelerate,plans,dobj
abused,Apple,nsubj
abuse,her,dobj
abstracted,Davenport,nsubj
absorbed,workload,dobj
absorbed,automation,nsubj
absorb,losses,dobj
aborted,whose,nsubj
accelerate,growth,dobj
accelerates,economy,nsubj
Strive,Japanese,nsubj
accept,countries,nsubj
accept,targets,dobj
accept,ruling,dobj
accept,prize,dobj
accept,payments,dobj
accept,owners,nsubj
accept,it,dobj
accept,goal,dobj
accept,claims,dobj
accelerating,buildup,nsubj
accept,bid,dobj
accept,U.S.,nsubj
accept,Merchants,nsubj
accept,Japan,nsubj
accept,I,nsubj
accelerating,pace,dobj
accelerating,influx,nsubj
aborted,deportation,dobj
abolished,monarchy,dobj
abolished,it,nsubj
USING,CHATBOTS,dobj
View,one,dobj
VIOLATIONS,IV,nsubj
VIOLATIONS,CRIMINAL,nsubj
Ustaz,Ali,dobj
Using,sleepers,dobj
Using,maps,dobj
Using,Funds,dobj
USED,CAFE,nsubj
able,body,nsubj
Thank,you,dobj
Thank,God,dobj
Taking,sting,dobj
Take,care,dobj
Take,Step,dobj
Tabling,Bill,dobj
Swiss,them,nsubj
Visiting,sites,dobj
Voted,I,nsubj
WATCHING,CLOSELY,dobj
Wants,Vincent,nsubj
abide,We,nsubj
abetting,cheating,dobj
abated,group,dobj
abated,attacks,nsubj
abandoned,they,nsubj
abandoned,mission,dobj
abandoned,father,nsubj
abandoned,family,dobj
abandoned,BC,dobj
abandon,he,nsubj
abandon,allies,dobj
Working,Leadership,nsubj
Witnessing,reaction,dobj
Widening,Access,dobj
Wants,story,dobj
accept,we,nsubj
accepted,MFA,nsubj
accepted,Officer,nsubj
accuse,him,dobj
accused,Korea,dobj
accused,Khan,dobj
accused,Colombia,nsubj
accused,China,dobj
accused,CEO,nsubj
accused,Arabia,nsubj
accuse,kingdom,dobj
accuse,critics,nsubj
accounted,states,nsubj
accuse,States,nsubj
accuse,Critics,nsubj
accuse,China,dobj
accumulated,rand,dobj
accumulated,We,nsubj
accounts,which,nsubj
accounts,user,nsubj
accused,Kwon,dobj
accused,Lukashenko,nsubj
accused,Prosecutors,nsubj
accused,Qatar,dobj
accused,ministry,dobj
accused,military,dobj
accused,it,nsubj
accused,groups,nsubj
accused,group,dobj
accused,governments,nsubj
accused,company,dobj
accused,Yu,dobj
accused,West,dobj
accused,Washington,nsubj
accused,Venezuela,dobj
accused,Taiwan,nsubj
accused,States,dobj
accused,SEC,nsubj
accused,Republicans,nsubj
accounts,China,nsubj
accounted,Snapchat,nsubj
accepted,Official,nsubj
accepted,package,dobj
accepts,character,nsubj
accepts,chance,dobj
accepting,method,dobj
accepting,fine,dobj
accepting,bribes,dobj
accepted,states,nsubj
accepted,she,nsubj
accepted,offer,dobj
accounted,China,nsubj
accepted,it,nsubj
accepted,invite,dobj
accepted,he,nsubj
accepted,envelope,dobj
accepted,cut,dobj
accepted,bribes,dobj
accepted,SAF,nsubj
accepts,everyone,nsubj
access,firms,nsubj
access,market,dobj
access,services,dobj
accountable,institutions,nsubj
account,Russia,nsubj
according,This,nsubj
accomplish,task,dobj
accompany,women,dobj
accompany,We,nsubj
accompanied,photo,nsubj
accompanied,message,dobj
accompanied,delegation,nsubj
accompanied,Lee,dobj
accommodate,requests,dobj
accessing,barriers,nsubj
accessible,services,nsubj
accessed,they,nsubj
accessed,stamps,dobj
Struggling,Evergrande,dobj
Starting,restaurant,dobj
against,38,nsubj
Citing,resources,dobj
DIALLING,One,dobj
DIALLING,NIGHT,dobj
Count,That,dobj
Continue,Officials,nsubj
Consuming,food,dobj
Comes,Star,nsubj
Citing,study,dobj
Citing,form,dobj
Dialling,criticism,dobj
Citing,diversity,dobj
Casting,aspersions,dobj
Calling,it,dobj
COVID,patient,nsubj
CAME,YOU,nsubj
Built,that,nsubj
Built,Empire,dobj
Describing,statements,dobj
Diego,that,nsubj
See,Ti,dobj
Expanding,ventures,dobj
Fielding,questions,dobj
FTC)opened,inquiry,dobj
FTC)opened,Commission,nsubj
FINDING,PURPOSE,dobj
FEEL,YOU,nsubj
FEEL,HISTORY,dobj
Explaining,decision,dobj
Examined,requests,dobj
Doing,it,dobj
Enter,vaccine,dobj
Enter,technology,dobj
Enter,pharmacogenomics,dobj
Eat,Streets,dobj
Eat,Chicken,dobj
ENJOYED,YOU’VE,nsubj
Dubbed,Abluo,dobj
Building,company,dobj
Brew,coffee,dobj
Believe,it,dobj
's,he,nsubj
've,concerns,dobj
've,We,nsubj
've,Lyft,dobj
's,who,nsubj
's,that,nsubj
's,look,nsubj
's,it,nsubj
's,That,nsubj
Bearing,rifle,dobj
's,It,nsubj
's,Here,nsubj
's,He,nsubj
're,you,nsubj
're,we,nsubj
're,they,nsubj
're,They,nsubj
-,Glints,dobj
2,Official,nsubj
8),airdrop,dobj
ARE,SANCTIONS,nsubj
Bearing,array,dobj
Basking,Godzilla,nsubj
BUYING,SANG,dobj
BEEPING,FREEZER,nsubj
BAHRU,JOHOR,nsubj
Avoid,Damage,dobj
Ask,Ping,dobj
Are,you,nsubj
Are,You,nsubj
Are,Happy,nsubj
Angering,China,dobj
Angering,Both,dobj
Addressing,audience,dobj
Acquiring,customers,dobj
ARE,WHO,nsubj
Flaming,Originating,dobj
Following,stalls,dobj
GOES,R&D,nsubj
RABBIT,Rabbit,dobj
Reducing,fee,dobj
Reducing,Emissions,dobj
Recharging,cards,dobj
Receiving,Youxia,dobj
Recalling,day,dobj
Rec,IV04/374/01,dobj
Reassuring,fans,dobj
RABBIT,MOUSE,nsubj
Note,Officials,dobj
Pulling,top,dobj
Profited,Who,nsubj
Power98,whom,nsubj
Photocopying,Assistant,dobj
PROPERLY,RECORDED,dobj
Opening,restaurant,dobj
Obtaining,agreement,dobj
Reimagining,Food,dobj
Release,List,dobj
Releasing,perfume,dobj
Remember,Chua,dobj
Securing,device,dobj
Says,Ong,nsubj
Said,officer,nsubj
Said,Kors,nsubj
Safeguarding,dignity,dobj
SUCH,DENGUE,nsubj
STABILITY,VENTURES,nsubj
SHARING,RELATIONSHIP,dobj
SELL,YOU,nsubj
Reviewed,procedures,dobj
Reviewed,files,dobj
Reviewed,Investigators,nsubj
Revealing,news,dobj
Rent,car,dobj
Remember,student,nsubj
OFFER,CARE,dobj
Nearshoring,means,dobj
GOT,OLDER,dobj
Hugging,Face,dobj
Keeping,salmon,dobj
Juggling,job,dobj
Joining,her,dobj
Joining,Gadot,nsubj
Is,World,nsubj
Invest,"500,000",dobj
IS,IT,nsubj
Healing,Divide,dobj
Meet,Week,dobj
Having,schedule,dobj
Had,surgery,dobj
Go,Versailles,dobj
Getting,grades,dobj
GRID,NATIONAL,nsubj
GRID,HERO,dobj
GOT,YOU,nsubj
Keeping,toilets,dobj
LED,products,dobj
LEVERAGING,director,dobj
Leading,Awang,nsubj
Meet,Presidents,nsubj
Meet,Issues,nsubj
Manage,workload,dobj
Make,Apples,dobj
MOVE,PLEASE,nsubj
MING,ROTI,dobj
MING,PRATA,dobj
Listening,One,nsubj
Linking,president,dobj
Light,rum,dobj
Let,Seafood,dobj
Let,Lobster,nsubj
Let,Bar,dobj
Leading,maison,dobj
Leading,agitation,dobj
accused,old,dobj
accused,racism,dobj
accused,regulator,nsubj
admitted,motive,dobj
admonish,them,dobj
admonish,I,nsubj
admitting,patients,dobj
admitting,NUH,nsubj
admitted,who,nsubj
admitted,s,nsubj
admitted,man,nsubj
adopt,many,nsubj
admitted,he,nsubj
admitted,differences,dobj
admitted,conduct,dobj
admitted,Wenqiang,nsubj
admitted,Vendor,nsubj
admitted,They,nsubj
admitted,Tanis,nsubj
adopt,C,dobj
adopt,requirements,dobj
accused,them,dobj
adorning,hostesses,dobj
advanced,Su,nsubj
advance,knowledge,dobj
advance,interests,dobj
advance,claims,dobj
advance,cause,dobj
adorns,which,nsubj
adorns,walls,dobj
adorned,sculptures,nsubj
adopt,software,dobj
adorned,minarets,nsubj
adorned,Parthenon,dobj
adopts,it,nsubj
adopts,fundamentals,dobj
adopted,he,nsubj
adopted,Korea,nsubj
adopted,Council,nsubj
admitted,He,nsubj
admits,Cooper,nsubj
admits,Chew,nsubj
addressing,conflict,dobj
adds,drops,dobj
adds,death,nsubj
adds,beansprouts,dobj
adds,airspace,nsubj
adds,It,nsubj
addressing,need,dobj
addressing,matters,dobj
addressed,she,nsubj
admit,ministry,nsubj
addressed,requests,dobj
addressed,protesters,dobj
addressed,he,nsubj
addressed,disorder,dobj
address,problem,dobj
address,prices,dobj
address,operation,nsubj
adds,he,nsubj
adds,memorandum,nsubj
adds,move,nsubj
adds,seller,nsubj
admire,work,dobj
admire,he,nsubj
admire,beauty,dobj
admire,I,nsubj
administer,territory,dobj
administer,doses,dobj
adjusting,apparel,dobj
adjust,policy,dobj
adjust,I,nsubj
adjourned,matter,dobj
adjourned,Hong,nsubj
adheres,party,nsubj
adduced,evidence,nsubj
adduced,OIOS,nsubj
adds,stall,nsubj
advanced,technologies,dobj
advancing,peace,dobj
advert,newspaper,nsubj
affected,it,nsubj
affected,traders,dobj
affected,that,nsubj
affected,safety,dobj
affected,river,dobj
affected,protests,nsubj
affected,operations,dobj
affected,lives,dobj
affected,incident,nsubj
affect,reaction,dobj
affected,everyone,nsubj
affected,data,dobj
affect,variants,nsubj
affect,they,nsubj
affect,that,nsubj
affect,system,dobj
affect,sanctions,nsubj
affected,which,nsubj
affected,wonders,nsubj
affected,years,dobj
affecting,abilities,dobj
afford,they,nsubj
afford,n’t,nsubj
afford,it,dobj
afford,fees,dobj
afford,I,nsubj
affects,which,nsubj
affects,that,nsubj
affects,system,dobj
affects,one,dobj
affects,issue,nsubj
affects,interests,dobj
